Gene A	Gene B	Score	Category
P47037	P23301		SL
P47037	P32569		SL
P47037	P07560		SL
P47037	P15625		SL
P47037	P43568		SL
P47037	P43563		SL
P47037	P01123		SL
P47037	P43588		SL
P47037	P43589		SL
P47037	P25299		SL
P47037	P53148		SL
P47037	P53146		SL
P47037	P41811		SL
P47037	P53207		SL
P47037	Q02260		SL
P47037	P07806		SL
P47037	P53271		SL
P47037	P48240		SL
P47037	P30822		SL
P47037	P38770		SL
P47037	P38772		SL
P47037	P40506		SL
P47037	P40486		SL
P47037	P40477		SL
P47037	P39076		SL
P47037	P10363		SL
P47037	P40568		SL
P47037	P41543		SL
P47037	P47079		SL
P47037	P47076		SL
P47037	P39077		SL
P47037	Q00618		SL
P47037	P47054		SL
P47037	P47047		SL
P47037	P47045		SL
P47037	P09880		SL
P47037	P39515		SL
P47037	P32524		SL
P47037	P47088		SL
P47037	P22696		SL
P47037	P47112		SL
P47037	P00572		SL
P47037	P47149		SL
P47037	P34241		SL
P47037	P29703		SL
P47037	P36094		SL
P47037	P26793		SL
P47037	P35718		SL
P47037	P36048		SL
P47037	P32463		SL
P47037	P36047		SL
P47037	Q02202		SL
P47037	P36152		SL
P47037	P15938		SL
P47037	Q12369		SL
P47037	Q07830		SL
P47037	Q07844		SL
P47037	Q04673		SL
P47037	Q07953		SL
P47037	Q12267		SL
P47037	Q12440		SL
P47037	Q06245		SL
P47037	P05759		SL
P47037	P14743		SL
P47037	P53378		SL
P47037	P39520		SL
P47037	P29496		SL
P47037	Q05900		SL
P47037	P04821		SL
P47037	Q04226		SL
P47037	P11747		SL
P47037	Q04217		SL
P47037	Q02795		SL
P47037	P07277		SL
P47037	Q03654		SL
P47037	Q03660		SL
P47037	P24521		SL
P47037	P49960		SL
P47037	P53437		SL
P47037	Q03254		SL
P47037	P40693		SL
P47037	P41318		SL
P47037	P53961		SL
P47037	P40991		SL
P47037	P28000		SL
P47037	P49334		SL
P47037	P17890		SL
P47037	P32911		SL
P47037	P53617		SL
P47037	P50874		SL
P47037	Q08278		SL
P47037	Q12517		SL
P47037	P38910		SL
P47037	P20449		SL
P47037	Q08446		SL
P47037	P40962		SL
P47037	P07274		SL
P47037	Q04174		SL
P47037	P13188		SL
P47037	Q08649		SL
P47037	P09032		SL
P47037	Q08723		SL
P47037	Q08726		SL
P47037	P34758		SL
P47037	P40825		SL
P47037	P46669		SL
P47037	P37838		SL
P47037	P46961		SL
P47037	Q08965		SL
P47037	Q12143		SL
P47037	P38431		SL
P47037	Q06822		SL
P47037	Q06103		SL
P47037	Q01454		SL
P47037	Q06512		SL
P47037	P24482		SL
P06105	P36041		SL
P80428	P31376		SL
P80428	P38210		SL
P80428	P61830		SL
P80428	P35177		SL
P80428	P02994		SL
P80428	P38326		SL
P80428	P18480		SL
P80428	Q12157		SL
P80428	Q07457		SL
P80428	Q99380		SL
P80428	P16664		SL
P80428	P42073		SL
P80428	P32609		SL
P80428	P23643		SL
P80428	P38682		SL
P80428	P43572		SL
P80428	P53195		SL
P80428	P06104		SL
P80428	P38932		SL
P80428	P26309		SL
P80428	P53201		SL
P80428	P53236		SL
P80428	P32582		SL
P80428	Q03330		SL
P80428	P38689		SL
P80428	P38806		SL
P80428	P16522		SL
P80428	P40526		SL
P80428	P40469		SL
P80428	P39531		SL
P80428	P47142		SL
P80428	P36105		SL
P80428	P36096		SL
P80428	P34078		SL
P80428	Q12509		SL
P80428	Q12150		SL
P80428	Q12440		SL
P80428	P27801		SL
P80428	Q05933		SL
P80428	P35817		SL
P80428	Q04272		SL
P80428	P12868		SL
P80428	P47821		SL
P80428	P39013		SL
P80428	P53930		SL
P80428	P53886		SL
P80428	P32462		SL
P80428	P48562		SL
P80428	P33308		SL
P80428	P53628		SL
P80428	Q12692		SL
P80428	P50875		SL
P80428	P51534		SL
P80428	Q08649		SL
P80428	P35189		SL
P80428	Q12060		SL
P19658	P33332		SL
P19658	P33332		SL
P19658	P33332		SL
P19658	P07560		SL
P19658	P22224		SL
P19658	P22224		SL
P19658	P40357		SL
P19658	Q06245		SL
P19658	P17065		SL
P19658	P32855		SL
P05150	P38247		SL
P05150	P04817		SL
P05150	P53290		SL
P05150	Q02205		SL
P05150	P19145		SL
P47027	P27344		SL
P47027	Q03406		SL
P47027	P53135		SL
P47027	P34252		SL
P47027	P34252		SL
P47027	P34252		SL
P47027	Q08032		SL
P47027	P21951		SL
P47027	P04786		SL
P47027	P24482		SL
P47026	P36051		SL
P12954	P38257		SL
P12954	P25559		SL
P12954	P25588		SL
P12954	P25588		SL
P12954	P25588		SL
P12954	Q05635		SL
P12954	Q06337		SL
P12954	Q06340		SL
P12954	P33301		SL
P12954	Q04149		SL
P12954	P25454		SL
P12954	P32863		SL
P12954	P32863		SL
P12954	P32863		SL
P12954	P32863		SL
P12954	P32863		SL
P12954	P38766		SL
P12954	P38850		SL
P12954	P38720		SL
P12954	P38877		SL
P12954	P40562		SL
P12954	P46984		SL
P12954	P47110		SL
P12954	P26793		SL
P12954	P26793		SL
P12954	P13099		SL
P12954	Q06164		SL
P12954	Q04659		SL
P12954	P49956		SL
P12954	P49956		SL
P12954	P35187		SL
P12954	P35187		SL
P12954	P35187		SL
P12954	P35187		SL
P12954	P35187		SL
P12954	P35187		SL
P12954	P12868		SL
P12954	P17555		SL
P12954	P12753		SL
P12954	P21951		SL
P12954	P53840		SL
P12954	Q12050		SL
P12954	Q02724		SL
P12954	Q02685		SL
P12954	Q02685		SL
P12954	Q01454		SL
P12954	Q06211		SL
Q01389	Q12018		SL
Q01389	P14682		SL
Q01389	P32598		SL
Q01389	P25296		SL
Q01389	P23201		SL
Q01389	P51862		SL
Q01389	Q06412		SL
Q01389	P06776		SL
P40955	P39524		SL
P40955	P22137		SL
P40955	P32566		SL
P40955	P46985		SL
P40955	P47155		SL
P40955	P0CG63		SL
P40955	P37370		SL
P40955	P38631		SL
P40955	P23642		SL
P40955	Q12028		SL
P32477	P40416		SL
P42949	P39515		SL
P42949	P36147		SL
P42949	Q07914		SL
P32447	P31384		SL
P32447	P34223		SL
P32447	P02309		SL
P32447	P25644		SL
P32447	P32828		SL
P32447	P52891		SL
P32447	P39001		SL
P32447	P32609		SL
P32447	P52918		SL
P32447	Q06406		SL
P32447	P39743		SL
P32447	P40012		SL
P32447	P39965		SL
P32447	P13586		SL
P32447	P45820		SL
P32447	P32558		SL
P32447	P32914		SL
P32447	P22204		SL
P32447	Q03330		SL
P32447	P38766		SL
P32447	P32597		SL
P32447	P46962		SL
P32447	P47017		SL
P32447	P26793		SL
P32447	Q03957		SL
P32447	P36161		SL
P32447	Q05949		SL
P32447	P22543		SL
P32447	Q06488		SL
P32447	Q05933		SL
P32447	P35817		SL
P32447	P34760		SL
P32447	P06778		SL
P32447	Q04636		SL
P32447	P46963		SL
P32447	Q04748		SL
P32447	Q01649		SL
P32447	P28239		SL
P32447	P53930		SL
P32447	P53905		SL
P32447	P48563		SL
P32447	P39008		SL
P32447	P32266		SL
P32447	Q12495		SL
P46969	P33315		SL
P46969	P53228		SL
P46969	P15019		SL
P46969	P11412		SL
P46969	P11412		SL
P46969	P23254		SL
P47017	P06778		SL
P35208	P31376		SL
P35208	P31373		SL
P35208	P32479		SL
P35208	P02309		SL
P35208	P61830		SL
P35208	P38293		SL
P35208	Q01448		SL
P35208	P25554		SL
P35208	P16120		SL
P35208	Q12071		SL
P35208	Q00816		SL
P35208	Q04311		SL
P35208	Q06675		SL
P35208	P32609		SL
P35208	Q05468		SL
P35208	P06844		SL
P35208	Q04121		SL
P35208	P32610		SL
P35208	P40072		SL
P35208	P43620		SL
P35208	P40356		SL
P35208	P22204		SL
P35208	P42935		SL
P35208	P17423		SL
P35208	Q01389		SL
P35208	P32447		SL
P35208	P46973		SL
P35208	P00445		SL
P35208	P47171		SL
P35208	P33417		SL
P35208	P35996		SL
P35208	P36037		SL
P35208	P21691		SL
P35208	P38915		SL
P35208	Q08004		SL
P35208	Q04199		SL
P35208	P50110		SL
P35208	Q04868		SL
P35208	P53930		SL
P35208	P40154		SL
P35208	P22579		SL
P35208	Q12387		SL
P35208	P50875		SL
P35208	P32480		SL
P35208	Q02732		SL
P35208	Q03067		SL
P35208	Q02884		SL
P35208	P15179		SL
P35208	P35189		SL
P35208	Q08963		SL
P08018	P39083		SL
P12685	P28584		SL
P12685	P28584		SL
P12685	P28584		SL
P12685	P28584		SL
P10566	Q07540		SL
P10566	Q07825		SL
P47013	P40319		SL
P47013	P19454		SL
P26725	Q00772		SL
P26725	Q01389		SL
P20433	P35177		SL
P20433	P38351		SL
P20433	P06242		SL
P20433	P04050		SL
P20433	P34087		SL
P20433	P07273		SL
P20433	P07273		SL
P20433	P07273		SL
P20433	P27999		SL
P20433	P27999		SL
P20433	P32914		SL
P39515	P32897		SL
P47006	P50106		SL
P47006	P04786		SL
P47006	P04786		SL
P47006	P22138		SL
P21268	P40091		SL
P21268	P20438		SL
P47001	P32478		SL
P47001	Q03180		SL
P47001	Q03178		SL
P06244	P06102		SL
P06244	P05986		SL
P06244	P06245		SL
P06244	P06245		SL
P06244	P06245		SL
P46995	P31376		SL
P46995	P31376		SL
P46995	P31385		SL
P46995	P38262		SL
P46995	P38123		SL
P46995	P38351		SL
P46995	P25559		SL
P46995	P25357		SL
P46995	P54199		SL
P46995	Q12093		SL
P46995	Q12093		SL
P46995	Q07457		SL
P46995	Q07457		SL
P46995	Q02775		SL
P46995	Q05471		SL
P46995	Q05471		SL
P46995	Q06337		SL
P46995	Q03323		SL
P46995	P53179		SL
P46995	P38633		SL
P46995	P38633		SL
P46995	P53064		SL
P46995	P53064		SL
P46995	P53266		SL
P46995	P40480		SL
P46995	P36124		SL
P46995	P43132		SL
P46995	Q01590		SL
P46995	Q12509		SL
P46995	Q12509		SL
P46995	P22214		SL
P46995	P22214		SL
P46995	Q06708		SL
P46995	Q06697		SL
P46995	Q06697		SL
P46995	Q03433		SL
P46995	Q04493		SL
P46995	Q04493		SL
P46995	Q03124		SL
P46995	Q03104		SL
P46995	Q03104		SL
P46995	Q05021		SL
P46995	P53540		SL
P46995	P53900		SL
P46995	P53900		SL
P46995	P48565		SL
P46995	P48563		SL
P46995	P48563		SL
P46995	P53741		SL
P46995	Q12692		SL
P46995	Q12692		SL
P46995	Q12692		SL
P46995	P89105		SL
P46995	Q12241		SL
P46995	Q12241		SL
P46995	P38439		SL
P46995	Q02796		SL
P46995	Q02796		SL
P46995	P39011		SL
P46995	P39011		SL
P39005	P50112		SL
P39005	P32893		SL
P39005	P32893		SL
P39005	P08525		SL
P39005	P47086		SL
P39005	P47176		SL
P39005	P39015		SL
P39005	P32829		SL
P39005	P53974		SL
P39005	P17260		SL
P39005	P17260		SL
P39005	Q08931		SL
P39005	P32486		SL
P46988	P35206		SL
P46988	P38326		SL
P46988	P11709		SL
P46988	P25343		SL
P46988	P25345		SL
P46988	Q03465		SL
P46988	P39001		SL
P46988	Q05471		SL
P46988	P40013		SL
P46988	P39965		SL
P46988	P29311		SL
P46988	P53010		SL
P46988	P40958		SL
P46988	P12685		SL
P46988	P36102		SL
P46988	P32858		SL
P46988	Q12509		SL
P46988	Q05933		SL
P46988	P06701		SL
P46988	P46963		SL
P46988	P09734		SL
P46988	Q04773		SL
P46988	P53950		SL
P46988	P48232		SL
P46988	P53904		SL
P46988	Q01080		SL
P46988	P53840		SL
P46988	Q12692		SL
P46988	Q08490		SL
P46988	P40987		SL
P46988	P33420		SL
P46988	P46670		SL
P46988	P17119		SL
P32944	P32599		SL
P32944	P32468		SL
P32944	P17536		SL
P32944	P07274		SL
P32944	P19524		SL
P0C0W1	Q3E7Y3		SL
P09119	P31384		SL
P09119	P38111		SL
P09119	O94742		SL
P09119	P33301		SL
P09119	P12954		SL
P09119	P47017		SL
P09119	P21576		SL
P09119	P38634		SL
P09119	P09959		SL
P09119	Q06164		SL
P09119	P06778		SL
P09119	P49956		SL
P09119	P32829		SL
P09119	P12753		SL
P09119	P38903		SL
P09119	P48581		SL
P09119	P22216		SL
P09119	Q08949		SL
P09119	P30283		SL
P09119	P30283		SL
P09119	Q01454		SL
P09119	P17119		SL
P09119	Q06211		SL
P39535	P27514		SL
P40897	P32477		SL
P40897	P32477		SL
P46957	P15436		SL
P46957	P12954		SL
P46957	P47110		SL
P46957	P06778		SL
P46957	P35187		SL
P46957	P22216		SL
P20459	P32502		SL
P47085	P32383		SL
P00358	P00359		SL
P00358	P00359		SL
P00358	P00359		SL
P46965	P15367		SL
P22696	P04050		SL
P22696	P04050		SL
P22696	P14832		SL
P22696	P34162		SL
P22696	P09959		SL
P22696	P27692		SL
P22696	P20081		SL
P22696	Q08726		SL
P22696	P29055		SL
P47096	P48570		SL
P47096	P49367		SL
P47096	P53184		SL
P47096	P40495		SL
P47096	P19145		SL
P47096	P32487		SL
P47102	P39993		SL
P47102	P39993		SL
P47103	P33313		SL
P47108	Q05942		SL
P46673	P49687		SL
P46673	P40477		SL
P46673	P35729		SL
P46673	P36161		SL
P46673	Q99189		SL
P46673	Q99257		SL
P47110	P07866		SL
P47110	P07866		SL
P47110	P33754		SL
P47110	P25588		SL
P47110	P25588		SL
P47110	P15436		SL
P47110	P15436		SL
P47110	P15436		SL
P47110	P15436		SL
P47110	P52490		SL
P47110	P14737		SL
P47110	P14737		SL
P47110	P50108		SL
P47110	P50108		SL
P47110	Q06337		SL
P47110	Q06337		SL
P47110	P33301		SL
P47110	P33301		SL
P47110	P53152		SL
P47110	P49723		SL
P47110	P40469		SL
P47110	P12954		SL
P47110	P46957		SL
P47110	P46957		SL
P47110	P00445		SL
P47110	P26793		SL
P47110	P26793		SL
P47110	P26793		SL
P47110	Q08032		SL
P47110	P13099		SL
P47110	P13099		SL
P47110	P06778		SL
P47110	P06778		SL
P47110	P06778		SL
P47110	Q04659		SL
P47110	Q04659		SL
P47110	P49956		SL
P47110	P49956		SL
P47110	P35187		SL
P47110	P35187		SL
P47110	Q01649		SL
P47110	P25491		SL
P47110	P25491		SL
P47110	P12753		SL
P47110	P12753		SL
P47110	P53840		SL
P47110	P53840		SL
P47110	Q08496		SL
P47110	Q02685		SL
P47110	Q02685		SL
P47110	P48582		SL
P0CS90	P39515		SL
P47112	P14737		SL
P47112	P38634		SL
P47112	P04786		SL
P19211	P23301		SL
P21373	P32622		SL
P21373	Q06892		SL
P21374	P38302		SL
P21374	P38302		SL
P21374	P53277		SL
P21374	P53277		SL
P06779	P06104		SL
P06779	P27999		SL
P06779	P27999		SL
P06779	Q06697		SL
P06779	P50875		SL
P06779	Q12514		SL
P47113	P11709		SL
P47113	P40013		SL
P47113	P40013		SL
P47113	P52553		SL
P47113	Q04493		SL
P47113	P53900		SL
P47113	P26449		SL
P47113	P32526		SL
P47113	P17119		SL
P46973	P38768		SL
P00572	Q04119		SL
P00572	Q04120		SL
P00572	Q03281		SL
P00572	P22147		SL
P00572	P38699		SL
P00572	Q02772		SL
P00572	P22936		SL
P00572	P13099		SL
P00572	P22214		SL
P00572	P23202		SL
P00572	P11412		SL
P00572	P48561		SL
P17106	P53064		SL
P17106	P32504		SL
P17106	P32504		SL
P17106	P36012		SL
P17106	P40969		SL
P17106	P40969		SL
P17106	P53859		SL
P32529	P50106		SL
P32529	Q03330		SL
P35169	P32599		SL
P35169	P24276		SL
P35169	P39960		SL
P35169	Q00772		SL
P35169	P27801		SL
P35169	Q99260		SL
P35169	P20795		SL
P35169	P12868		SL
P35169	P17555		SL
P35169	P33338		SL
P35169	Q03308		SL
P35169	Q08921		SL
P40348	P38251		SL
P40348	P15436		SL
P40348	P21951		SL
P40348	P38630		SL
P47120	P25567		SL
P47120	P11076		SL
P47120	P38633		SL
P47122	P11709		SL
P47122	Q08726		SL
P05375	P14682		SL
P47123	P21827		SL
P47124	P32790		SL
P47124	P39743		SL
P47124	P39986		SL
P47124	P29340		SL
P47124	Q01389		SL
P47124	P47130		SL
P47124	Q05775		SL
P47124	P37370		SL
P47124	Q05919		SL
P47124	P50110		SL
P47124	P53741		SL
P47124	P51534		SL
P47124	P17157		SL
P32458	Q07657		SL
P32458	Q07657		SL
P32458	P53890		SL
P47128	P41695		SL
P47128	Q08649		SL
P47128	Q12060		SL
P47134	P38265		SL
P47134	P25559		SL
P47134	P38907		SL
P47134	Q06675		SL
P47134	P27895		SL
P47134	P17106		SL
P47134	Q08490		SL
P47134	Q02732		SL
P47134	Q02732		SL
P47134	Q12262		SL
P24814	P20049		SL
P24814	P23594		SL
P24814	P23595		SL
P24814	P10870		SL
P24814	P06782		SL
P24814	Q00362		SL
P24814	P09734		SL
P24814	Q08273		SL
P24814	P32178		SL
P38627	P28274		SL
P00445	P05030		SL
P00445	P25297		SL
P00445	P20052		SL
P03965	P38247		SL
P03965	P53290		SL
P03965	Q02205		SL
P47147	P50942		SL
P47147	P50942		SL
P47147	Q12271		SL
P47167	P32504		SL
P47167	P41695		SL
P47167	Q04493		SL
P47167	P35203		SL
P47167	P26449		SL
P47167	P17119		SL
P47169	P39692		SL
P46971	P31382		SL
P46971	P33775		SL
P46971	P47190		SL
P0CX35	P0CX36		SL
P47176	P00401		SL
P47176	P08067		SL
P47176	P16603		SL
P47176	P39522		SL
P47176	P09368		SL
P47176	P06168		SL
P47176	P07342		SL
P36107	P37297		SL
P36105	P38754		SL
P28496	P38298		SL
P28496	Q02896		SL
P33203	Q12034		SL
P33203	P30822		SL
P33203	Q12330		SL
P35210	P40578		SL
P35210	P40578		SL
P36096	P25604		SL
P36096	P47142		SL
P36096	P69771		SL
P36096	P40343		SL
P32861	P38709		SL
P32858	Q00772		SL
P32858	Q01389		SL
P36094	P54199		SL
P36091	Q05031		SL
P32801	P00546		SL
P32801	P25389		SL
P32801	Q12263		SL
P32801	Q12263		SL
P32801	P38823		SL
P32801	P32944		SL
P32801	P32944		SL
P32801	P34244		SL
P32801	P20437		SL
P32801	P53924		SL
P32801	P48562		SL
P32801	P20438		SL
P36012	P38313		SL
P36012	Q06675		SL
P36012	Q06675		SL
P36012	P27895		SL
P36012	P53298		SL
P36012	P17106		SL
P36012	P47167		SL
P36012	Q12161		SL
P36012	Q02732		SL
P36012	Q02732		SL
P35735	P37297		SL
P35734	P53168		SL
P35734	P53148		SL
P35734	P53267		SL
P35734	P40460		SL
P35734	Q01649		SL
P35732	Q07532		SL
P35729	P39705		SL
P35729	P38181		SL
P35729	P25588		SL
P35729	P52891		SL
P35729	P25301		SL
P35729	P38953		SL
P35729	P49686		SL
P35729	P39001		SL
P35729	P33301		SL
P35729	P25454		SL
P35729	P40072		SL
P35729	P06104		SL
P35729	P32863		SL
P35729	P53068		SL
P35729	P53251		SL
P35729	P40477		SL
P35729	P40457		SL
P35729	P12954		SL
P35729	P24814		SL
P35729	Q02629		SL
P35729	P26793		SL
P35729	P36161		SL
P35729	P36161		SL
P35729	Q02455		SL
P35729	Q12445		SL
P35729	P13099		SL
P35729	P32499		SL
P35729	P06778		SL
P35729	P52593		SL
P35729	Q03760		SL
P35729	P39685		SL
P35729	P35187		SL
P35729	P32829		SL
P35729	P12753		SL
P35729	Q08231		SL
P35729	Q01454		SL
P32774	Q03330		SL
P32774	P22082		SL
Q02629	Q12315		SL
Q02629	P40066		SL
Q02629	Q02630		SL
P36016	P32361		SL
P36016	P16474		SL
P36016	P16474		SL
P36016	P16474		SL
P36016	Q08199		SL
P36084	P40567		SL
P32364	P29366		SL
P32364	P14682		SL
P32364	P39960		SL
P32364	P07560		SL
P32364	P41695		SL
P32364	P41832		SL
P32364	P48562		SL
P17505	P32332		SL
P17505	P32340		SL
P35201	Q12262		SL
P34244	P00546		SL
P34244	P25389		SL
P34244	Q12263		SL
P34244	Q03330		SL
P34244	P38823		SL
P34244	P38827		SL
P34244	P16522		SL
P34244	P40484		SL
P34244	P23748		SL
P34244	P23748		SL
P34244	P53924		SL
P34244	P32561		SL
P34252	P47027		SL
P14164	P15436		SL
P26793	P07866		SL
P26793	P39705		SL
P26793	P22336		SL
P26793	P15873		SL
P26793	P38257		SL
P26793	P38257		SL
P26793	P38257		SL
P26793	Q01448		SL
P26793	P25559		SL
P26793	P25588		SL
P26793	P32828		SL
P26793	Q03465		SL
P26793	Q12223		SL
P26793	Q12223		SL
P26793	Q07457		SL
P26793	P15436		SL
P26793	P52891		SL
P26793	P52891		SL
P26793	P04819		SL
P26793	P25301		SL
P26793	P25301		SL
P26793	P25301		SL
P26793	P25301		SL
P26793	P25301		SL
P26793	P32571		SL
P26793	P38953		SL
P26793	P38953		SL
P26793	P38953		SL
P26793	P38953		SL
P26793	P38953		SL
P26793	P39001		SL
P26793	P14737		SL
P26793	P14737		SL
P26793	P14737		SL
P26793	P14737		SL
P26793	P14737		SL
P26793	Q05635		SL
P26793	Q06337		SL
P26793	Q06340		SL
P26793	P33301		SL
P26793	P33301		SL
P26793	P33301		SL
P26793	P33301		SL
P26793	P33301		SL
P26793	Q04149		SL
P26793	Q04149		SL
P26793	Q04149		SL
P26793	Q01560		SL
P26793	Q04087		SL
P26793	P25454		SL
P26793	P25454		SL
P26793	P25454		SL
P26793	P25454		SL
P26793	P25454		SL
P26793	P25454		SL
P26793	P40072		SL
P26793	P32641		SL
P26793	P32641		SL
P26793	P32641		SL
P26793	P32641		SL
P26793	P43573		SL
P26793	P43573		SL
P26793	P06104		SL
P26793	P06104		SL
P26793	P53140		SL
P26793	P32863		SL
P26793	P32863		SL
P26793	P32863		SL
P26793	P32863		SL
P26793	P32863		SL
P26793	P13586		SL
P26793	P45820		SL
P26793	P46946		SL
P26793	P46946		SL
P26793	P46946		SL
P26793	P46946		SL
P26793	P46946		SL
P26793	P53068		SL
P26793	P53068		SL
P26793	P53068		SL
P26793	P53064		SL
P26793	P53251		SL
P26793	P0C2H6		SL
P26793	P0C2H6		SL
P26793	P12954		SL
P26793	P12954		SL
P26793	P12954		SL
P26793	P12954		SL
P26793	P12954		SL
P26793	P12954		SL
P26793	P12954		SL
P26793	P32447		SL
P26793	P32447		SL
P26793	P47110		SL
P26793	P47110		SL
P26793	P24814		SL
P26793	P00445		SL
P26793	P00445		SL
P26793	P00445		SL
P26793	P00445		SL
P26793	P35729		SL
P26793	P35729		SL
P26793	P36008		SL
P26793	P36024		SL
P26793	P36024		SL
P26793	P36161		SL
P26793	P36161		SL
P26793	P36161		SL
P26793	P23542		SL
P26793	Q12338		SL
P26793	P13099		SL
P26793	Q02574		SL
P26793	Q02574		SL
P26793	Q06164		SL
P26793	Q06479		SL
P26793	P32432		SL
P26793	P06778		SL
P26793	P06778		SL
P26793	P06778		SL
P26793	P06778		SL
P26793	P06778		SL
P26793	P06778		SL
P26793	P06778		SL
P26793	Q04199		SL
P26793	Q04199		SL
P26793	P40202		SL
P26793	P40202		SL
P26793	P40202		SL
P26793	P40202		SL
P26793	Q04659		SL
P26793	Q04659		SL
P26793	P49956		SL
P26793	P35187		SL
P26793	P35187		SL
P26793	P35187		SL
P26793	P35187		SL
P26793	P20437		SL
P26793	P32829		SL
P26793	P32829		SL
P26793	P32829		SL
P26793	P32829		SL
P26793	P32829		SL
P26793	P32829		SL
P26793	P32829		SL
P26793	P12868		SL
P26793	P22146		SL
P26793	P25491		SL
P26793	P25491		SL
P26793	P53942		SL
P26793	P53905		SL
P26793	P12753		SL
P26793	P12753		SL
P26793	P12753		SL
P26793	P12753		SL
P26793	P12753		SL
P26793	P53685		SL
P26793	Q08231		SL
P26793	P53632		SL
P26793	P53687		SL
P26793	P39875		SL
P26793	P39875		SL
P26793	Q08496		SL
P26793	Q12386		SL
P26793	Q12050		SL
P26793	P0CX34		SL
P26793	Q08747		SL
P26793	P48581		SL
P26793	P48581		SL
P26793	P48581		SL
P26793	P48581		SL
P26793	P22516		SL
P26793	Q02724		SL
P26793	Q02796		SL
P26793	P48582		SL
P26793	Q08949		SL
P26793	Q08949		SL
P26793	Q08949		SL
P26793	P20438		SL
P26793	Q12495		SL
P26793	Q06109		SL
P26793	Q06109		SL
P26793	Q06504		SL
P26793	Q01454		SL
P26793	Q01454		SL
P26793	Q01454		SL
P22936	P31378		SL
P22936	P31378		SL
P22936	P38207		SL
P22936	P38207		SL
P22936	P38207		SL
P22936	P38207		SL
P22936	P38207		SL
P22936	P38111		SL
P22936	P25588		SL
P22936	P39009		SL
P22936	P14737		SL
P22936	P14737		SL
P22936	P38850		SL
P22936	P40958		SL
P22936	P06778		SL
P22936	Q04964		SL
P22936	P06838		SL
P22936	P53840		SL
P22936	Q08214		SL
P22936	Q08214		SL
P22936	P06777		SL
P22936	P22216		SL
P22936	P22216		SL
P28707	P31385		SL
P28707	P39714		SL
P28707	P32790		SL
P28707	P16892		SL
P28707	P38176		SL
P28707	Q00764		SL
P28707	P32909		SL
P28707	P37302		SL
P28707	P25591		SL
P28707	P10862		SL
P28707	P0C2H8		SL
P28707	Q12300		SL
P28707	Q12510		SL
P28707	P54860		SL
P28707	Q07657		SL
P28707	P25301		SL
P28707	P38956		SL
P28707	Q03833		SL
P28707	P46944		SL
P28707	Q04599		SL
P28707	P26798		SL
P28707	P08566		SL
P28707	P53379		SL
P28707	Q12427		SL
P28707	Q12329		SL
P28707	P42073		SL
P28707	Q04921		SL
P28707	P49367		SL
P28707	P50108		SL
P28707	Q06677		SL
P28707	P32466		SL
P28707	P32324		SL
P28707	Q04149		SL
P28707	P17121		SL
P28707	P21623		SL
P28707	Q04049		SL
P28707	P32578		SL
P28707	P24813		SL
P28707	Q04081		SL
P28707	P34165		SL
P28707	P51402		SL
P28707	Q04408		SL
P28707	P40003		SL
P28707	P40002		SL
P28707	P32628		SL
P28707	P32621		SL
P28707	P32618		SL
P28707	P32613		SL
P28707	P32317		SL
P28707	P09232		SL
P28707	P40007		SL
P28707	P10823		SL
P28707	P18494		SL
P28707	P40037		SL
P28707	P39525		SL
P28707	P40076		SL
P28707	P40084		SL
P28707	P39960		SL
P28707	P60010		SL
P28707	P43554		SL
P28707	P43612		SL
P28707	P53197		SL
P28707	P25339		SL
P28707	P53191		SL
P28707	P53187		SL
P28707	P07273		SL
P28707	P53179		SL
P28707	P53165		SL
P28707	P22149		SL
P28707	P20447		SL
P28707	P40956		SL
P28707	P53096		SL
P28707	P53094		SL
P28707	P32803		SL
P28707	P09620		SL
P28707	P32912		SL
P28707	P32804		SL
P28707	P10127		SL
P28707	P17649		SL
P28707	P53224		SL
P28707	P14681		SL
P28707	P53237		SL
P28707	P32914		SL
P28707	P53249		SL
P28707	P53272		SL
P28707	P53273		SL
P28707	P50077		SL
P28707	P50079		SL
P28707	P50091		SL
P28707	Q03330		SL
P28707	P40340		SL
P28707	P38753		SL
P28707	P38737		SL
P28707	P10080		SL
P28707	P32361		SL
P28707	P38812		SL
P28707	P38824		SL
P28707	P38849		SL
P28707	O13539		SL
P28707	P38699		SL
P28707	P38886		SL
P28707	P39002		SL
P28707	P40528		SL
P28707	P40513		SL
P28707	P40509		SL
P28707	P40502		SL
P28707	P40492		SL
P28707	P32351		SL
P28707	P40446		SL
P28707	P46962		SL
P28707	P40335		SL
P28707	P47043		SL
P28707	P40364		SL
P28707	P40309		SL
P28707	Q01389		SL
P28707	P35208		SL
P28707	Q3E754		SL
P28707	P10081		SL
P28707	P46985		SL
P28707	P47104		SL
P28707	P37020		SL
P28707	P21373		SL
P28707	P47114		SL
P28707	P47115		SL
P28707	P17106		SL
P28707	P0CX35		SL
P28707	Q00873		SL
P28707	P43497		SL
P28707	P34246		SL
P28707	P34244		SL
P28707	P34250		SL
P28707	Q01802		SL
P28707	P34251		SL
P28707	P14064		SL
P28707	P34253		SL
P28707	P26793		SL
P28707	P22936		SL
P28707	P28708		SL
P28707	P28707		SL
P28707	P32332		SL
P28707	P32330		SL
P28707	P32343		SL
P28707	P33401		SL
P28707	P36069		SL
P28707	P36006		SL
P28707	P36068		SL
P28707	P36066		SL
P28707	P35719		SL
